#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
109,Luke Weaver,ARI,SP,R,9.6,9.6,4.3,213.6,49.9,2.9,3.2,0,0,4.41,3.73,1.31,48.1,16.6,49.0,1.8,24.5,26.2,8,40.5,35.7,21.1,0.297
110,Griffin Canning,LAA,SP,R,9.6,9.6,4.4,213.7,49.9,3.5,2.7,0,0,4.26,3.73,1.27,51.2,16.9,46.6,2.5,23.8,25.5,8,41.1,38.9,20.0,0.290
111,Shohei Ohtani,LAA,SP,R,9.6,9.6,4.9,209.5,49.9,3.8,2.4,0,0,3.67,3.24,1.21,61.6,19.5,40.8,2.1,20.5,22.1,7,41.9,38.1,20.0,0.288
112,Jordan Lyles,TEX,SP,R,8.4,8.4,3.9,216.0,49.6,2.9,3.2,0,0,4.99,4.02,1.42,44.1,19.6,50.6,1.8,27.3,29.1,9,40.7,38.8,20.5,0.296
113,Alex Wood,LAD,SP,L,9.0,9.0,4.4,212.6,49.5,3.2,2.8,0,0,4.21,4.03,1.32,39.1,14.0,51.1,2.2,23.5,25.4,7,46.3,31.3,19.8,0.295
114,Zach Davies,SD,SP,R,9.6,9.6,3.6,220.5,49.0,2.3,3.6,0,0,5.26,4.98,1.49,30.7,16.4,56.7,1.9,28.5,30.6,8,43.2,33.8,20.3,0.300
115,Ross Stripling,LAD,SP,R,9.6,9.6,4.4,208.3,49.0,3.3,2.9,0,0,4.18,3.84,1.27,42.0,13.0,49.5,1.4,23.1,25.0,7,45.5,32.1,19.8,0.293
116,Steven Brault,PIT,SP,L,9.6,9.6,3.8,219.5,49.0,2.4,3.6,0,0,5.03,4.59,1.55,39.7,24.4,51.4,2.6,26.9,28.9,7,43.2,32.7,21.4,0.303
117,Glenn Sparkman,KC,SP,R,9.6,9.6,3.3,217.8,49.0,2.4,3.5,0,0,5.66,4.75,1.49,30.2,15.3,57.7,1.9,30.5,32.4,10,41.1,38.2,20.7,0.299
118,Trevor Richards,TB,SP,R,9.6,9.6,3.9,214.1,49.0,2.9,3.1,0,0,4.78,4.16,1.37,44.4,18.0,49.4,2.1,26.3,28.0,9,38.7,40.9,20.5,0.290
119,Gio Gonzalez,CHW,SP,L,9.6,9.6,3.9,218.2,49.0,3.0,3.0,0,0,4.88,4.55,1.47,42.3,20.9,50.9,1.6,26.6,28.6,8,44.5,35.5,20.1,0.298
120,Wade Miley,CIN,SP,L,10.2,10.2,4.1,217.1,49.0,2.7,3.3,0,0,4.56,4.37,1.46,39.5,19.6,52.0,2.0,25.2,27.3,7,49.3,27.9,20.1,0.304
121,Adam Wainwright,STL,SP,R,9.6,9.6,4.0,209.8,48.0,2.5,3.2,0,0,4.64,4.23,1.43,37.6,17.6,50.8,2.0,24.8,26.8,7,45.4,31.3,20.6,0.301
122,Spencer Turnbull,DET,SP,R,9.6,9.6,4.0,208.5,48.0,2.8,3.0,0,0,4.61,3.86,1.39,43.7,18.3,48.4,3.1,24.4,26.3,7,48.0,31.3,20.7,0.304
123,Jaime Barria,LAA,SP,R,9.6,9.6,3.6,210.0,48.0,2.9,3.0,0,0,5.15,4.36,1.36,40.0,15.0,50.3,1.9,27.6,29.2,10,34.4,45.6,20.0,0.283
124,Brendan McKay,TB,SP,L,9.6,9.6,4.6,201.7,48.0,3.4,2.6,0,0,3.82,3.42,1.21,52.4,15.2,43.0,1.7,20.6,22.2,7,41.0,38.6,20.5,0.288
125,Trent Thornton,TOR,SP,R,9.6,9.6,3.7,209.2,48.0,2.9,3.1,0,0,5.00,4.08,1.38,42.9,16.0,50.2,1.9,26.7,28.5,9,40.5,39.0,20.4,0.295
126,Taylor Clarke,ARI,SP,R,9.6,9.6,3.4,212.3,48.0,2.4,3.5,0,0,5.35,4.49,1.47,36.1,18.9,51.6,2.0,28.5,30.3,9,38.6,37.6,21.1,0.292
127,Brad Keller,KC,SP,R,8.1,8.1,4.0,209.7,47.8,2.7,3.0,0,0,4.74,4.28,1.47,36.6,20.2,50.2,2.0,25.0,27.0,6,49.5,29.8,20.7,0.304
128,Jorge Lopez,KC,SP,R,9.6,9.6,3.6,206.4,47.0,2.7,3.1,0,0,5.01,4.25,1.45,37.6,18.2,49.9,2.3,25.9,27.8,7,45.9,33.4,20.7,0.301
129,Jordan Montgomery,NYY,SP,L,10.2,10.2,3.8,202.2,46.9,3.1,2.7,0,0,4.68,3.83,1.34,44.7,15.4,47.5,1.5,24.8,26.4,9,40.4,39.5,20.1,0.294
130,Nate Pearson,TOR,SP,R,9.0,9.0,3.7,202.9,46.8,2.7,2.9,0,0,4.89,3.99,1.35,43.7,15.6,47.5,1.9,25.5,27.1,9,40.3,39.3,20.4,0.291
131,Jesus Luzardo,OAK,SP,L,9.0,9.0,4.4,197.1,46.8,3.4,2.3,0,0,3.85,3.49,1.26,46.9,16.1,42.8,1.9,20.2,21.9,6,45.7,33.8,20.4,0.293
132,Spencer Howard,PHI,SP,R,9.0,9.0,3.8,204.5,46.8,2.5,3.1,0,0,4.74,4.09,1.40,45.2,19.6,45.9,2.0,24.9,26.7,8,42.1,35.3,19.9,0.289
133,Vince Velasquez,PHI,SP,R,9.6,9.6,3.5,200.5,46.1,2.6,3.2,0,0,4.95,3.91,1.37,45.3,17.1,45.9,2.2,25.6,27.2,9,35.5,41.9,19.9,0.286
134,Ryan Yarbrough,TB,SP,L,9.6,9.6,3.9,198.2,46.1,2.9,2.7,0,0,4.42,4.06,1.31,37.3,12.5,47.8,2.4,22.9,24.7,7,43.4,36.2,20.5,0.293
135,Mike Montgomery,KC,SP,L,9.0,9.0,3.6,202.7,45.9,2.6,3.0,0,0,4.90,4.42,1.48,32.0,17.8,50.3,2.4,24.8,26.8,6,49.6,29.7,20.7,0.304
136,Brett Anderson,MIL,SP,L,9.6,9.6,3.7,196.2,45.1,2.5,2.9,0,0,4.62,4.04,1.45,27.1,13.3,52.1,1.5,23.4,25.5,6,53.2,23.4,20.7,0.312
137,Erick Fedde,WSH,SP,R,9.6,9.6,3.4,195.6,44.2,2.4,3.0,0,0,4.90,4.45,1.50,30.3,16.8,49.4,1.6,24.4,26.3,6,48.9,27.6,20.7,0.305
138,Garrett Richards,SD,SP,R,9.2,9.2,4.1,189.3,44.2,2.7,2.7,0,0,4.05,3.73,1.34,42.7,17.9,41.3,1.6,19.8,21.5,5,48.1,28.9,20.3,0.300
139,Michael Fulmer,DET,SP,R,8.4,8.4,3.7,187.8,43.7,2.5,2.7,0,0,4.61,3.82,1.35,37.6,13.5,45.5,2.0,22.2,23.9,7,46.1,33.3,20.7,0.302
140,Tyler Chatwood,CHC,SP,R,9.0,9.0,3.5,194.3,43.2,2.5,2.8,0,0,4.70,4.56,1.58,37.2,25.1,43.2,2.0,22.9,24.8,5,50.6,26.0,20.7,0.305
141,Austin Voth,WSH,SP,R,8.4,8.4,3.6,184.6,42.8,2.5,2.7,0,0,4.55,4.02,1.35,37.6,14.8,43.2,1.7,21.9,23.5,7,40.5,36.1,20.7,0.291
142,Carlos Rodon,CHW,SP,L,12.0,6.0,3.0,183.6,42.6,2.6,2.4,0,1,4.58,3.72,1.35,42.6,17.0,40.5,2.0,21.7,23.2,7,42.9,37.0,20.1,0.295
143,Trevor Cahill,SF,SP,R,8.0,8.0,3.5,186.1,42.4,2.1,3.0,0,0,4.72,4.25,1.45,33.5,17.9,43.6,2.0,21.7,23.6,6,49.1,28.1,20.1,0.303
144,Drew Smyly,SF,SP,L,8.4,8.4,3.4,182.2,42.0,2.1,3.0,0,0,4.80,4.09,1.36,39.2,16.6,40.7,1.3,21.9,23.3,8,33.9,43.3,20.1,0.286
145,Justus Sheffield,SEA,SP,L,8.4,8.4,3.5,185.3,42.0,2.2,2.8,0,0,4.69,4.36,1.49,36.7,20.8,41.8,1.5,21.7,23.4,6,47.0,33.0,20.0,0.297
146,Logan Webb,SF,SP,R,8.4,8.4,3.7,182.9,42.0,2.2,2.9,0,0,4.41,4.21,1.42,33.8,17.4,42.2,1.6,20.1,21.9,5,49.3,27.9,20.1,0.300
147,Kendall Graveman,SEA,SP,R,8.4,8.4,3.3,180.1,41.2,2.1,2.8,0,0,4.81,4.20,1.41,30.8,12.6,45.4,1.9,21.8,23.6,7,49.3,30.7,20.0,0.303
148,Ryan Weber,BOS,SP,R,7.8,7.8,3.2,178.9,40.6,2.6,2.4,0,0,4.81,4.38,1.43,26.9,11.4,46.6,2.1,22.2,24.1,6,50.8,28.0,21.2,0.306
149,Justin Dunn,SEA,SP,R,7.8,7.8,3.2,178.7,40.6,2.2,2.8,0,0,4.97,4.25,1.44,36.8,18.0,40.3,2.0,22.2,23.8,7,42.1,37.9,20.0,0.291
150,Elieser Hernandez,MIA,SP,R,9.6,9.6,3.1,176.2,40.3,1.9,3.0,0,0,4.99,4.18,1.38,36.2,15.0,40.5,2.4,22.1,23.5,8,33.5,43.9,19.9,0.285
151,Josh James,HOU,SP,R,7.8,7.8,3.6,170.6,39.8,3.0,1.9,0,0,4.04,3.53,1.31,48.9,19.2,32.8,1.9,18.3,19.7,6,42.0,37.9,20.1,0.289
152,Daniel Norris,DET,SP,L,8.8,8.8,3.1,172.0,39.6,2.3,2.7,0,0,4.95,4.02,1.40,34.3,13.6,41.8,1.4,21.7,23.1,7,40.7,38.6,20.7,0.300
153,Matt Shoemaker,TOR,SP,R,9.0,9.0,3.0,172.2,39.6,2.3,2.5,0,0,5.00,4.04,1.35,35.4,11.7,41.9,1.7,22.0,23.5,8,40.0,39.5,20.4,0.295
154,Brian Johnson,BOS,SP,L,8.4,8.4,2.7,177.2,39.5,2.4,2.5,0,0,5.32,4.72,1.51,31.5,16.6,43.0,1.3,23.9,25.4,8,38.9,39.9,21.2,0.295
155,Taijuan Walker,SEA,SP,R,7.8,7.8,3.0,169.9,39.0,2.0,2.7,0,0,4.97,4.09,1.39,33.4,13.5,40.6,1.9,21.4,22.8,7,41.9,38.1,20.0,0.295
156,Jeff Hoffman,COL,SP,R,7.8,7.8,2.7,174.3,39.0,2.0,2.8,0,0,5.45,4.30,1.52,33.0,17.4,41.8,2.0,23.8,25.3,7,40.1,35.2,22.0,0.303
157,Yonny Chirinos,TB,SP,R,8.4,8.4,3.4,164.3,38.6,2.5,2.2,0,0,4.30,3.81,1.29,32.9,10.4,39.5,1.4,18.6,20.1,6,46.1,33.5,20.5,0.296
158,Sean Newcomb,ATL,SP,L,12.0,6.0,2.7,168.3,38.4,2.2,2.3,0,1,4.47,4.17,1.42,36.9,17.1,37.6,1.4,19.2,20.6,5,41.9,34.3,21.0,0.296
159,Chad Kuhl,PIT,SP,R,12.0,6.0,2.6,164.3,37.8,1.9,2.5,0,1,4.72,3.91,1.39,35.7,13.8,38.6,1.6,19.5,20.8,6,39.0,36.9,21.4,0.303
160,Alec Mills,CHC,SP,R,10.8,4.8,1.9,158.8,36.5,1.9,2.2,0,1,4.72,4.09,1.38,29.9,12.8,37.7,1.8,19.4,20.8,6,41.7,34.9,20.7,0.294
161,Jose Urquidy,HOU,SP,R,7.0,7.0,3.2,153.1,36.4,2.7,1.8,0,0,4.25,3.50,1.22,36.6,9.6,34.7,1.2,17.6,18.9,6,40.0,39.9,20.1,0.289
162,Corbin Burnes,MIL,SP,R,10.8,4.8,2.1,146.4,34.0,1.8,2.1,0,1,4.45,3.69,1.37,32.4,13.9,32.9,1.4,17.0,18.3,5,45.3,31.3,20.7,0.298
163,Jordan Yamamoto,MIA,SP,R,6.4,6.4,2.7,146.4,33.3,1.6,2.4,0,0,4.85,4.25,1.43,29.6,14.0,33.5,1.9,17.8,19.0,5,39.9,37.5,19.9,0.293
164,Eric Lauer,MIL,SP,L,6.5,6.5,2.5,141.7,32.5,1.8,2.2,0,0,4.88,4.07,1.42,27.8,12.7,33.5,1.3,17.8,19.0,6,38.8,37.8,20.7,0.295
165,Brady Singer,KC,SP,R,6.0,6.0,2.5,136.5,31.2,1.8,2.0,0,0,4.80,4.24,1.44,22.5,11.2,33.7,1.7,16.5,17.8,4,50.3,29.0,20.7,0.302
166,Dean Kremer,BAL,SP,R,6.0,6.0,2.2,138.2,31.2,1.5,2.2,0,0,5.43,4.35,1.49,27.0,13.9,32.6,1.2,18.6,19.8,6,40.3,39.1,20.6,0.291
167,Tommy Milone,BAL,SP,L,9.6,3.6,1.3,135.7,31.1,1.4,2.0,0,1,5.42,4.15,1.40,24.6,8.8,34.7,1.0,18.5,19.6,7,36.7,42.8,20.6,0.291
168,Marcus Stroman,NYM,SP,R,5.7,5.7,2.8,132.1,30.8,1.8,1.8,0,0,4.06,3.72,1.37,24.8,10.2,32.1,0.9,13.9,15.3,3,55.0,22.2,20.2,0.309
169,Patrick Sandoval,LAA,SP,L,10.8,4.8,2.1,129.2,30.0,2.0,1.6,0,1,4.09,3.90,1.35,29.4,12.8,27.7,1.1,13.7,14.9,4,46.5,33.5,20.0,0.291
170,Tyler Alexander,DET,SP,L,10.8,4.8,2.0,125.8,29.2,1.6,1.8,0,1,4.87,4.02,1.34,22.3,7.0,32.0,1.5,15.7,16.8,5,41.8,37.5,20.7,0.297
171,Tyler Duffey,MIN,RP,R,22.2,0.0,0.0,120.6,28.9,1.7,1.2,0,4,3.73,2.96,1.20,32.4,8.2,26.4,1.2,12.3,13.3,4,44.0,35.2,20.8,0.299
172,Jesse Chavez,TEX,RP,R,24.0,0.0,0.0,123.9,28.8,1.4,1.4,1,4,4.47,3.67,1.31,26.4,8.4,29.4,1.0,14.2,15.2,5,42.3,37.2,20.5,0.296
173,Junior Guerra,ARI,RP,R,24.0,0.0,0.0,125.9,28.8,1.3,1.5,0,5,4.67,3.92,1.41,26.5,12.0,28.6,1.1,14.9,16.0,4,39.3,36.9,21.1,0.296
174,Jonathan Loaisiga,NYY,SP,R,10.2,4.2,1.8,121.6,28.8,1.9,1.5,0,1,4.13,3.26,1.26,31.8,10.1,26.3,1.2,13.4,14.4,4,45.1,34.9,20.1,0.295
175,Eric Skoglund,KC,SP,L,6.6,4.8,1.7,126.9,28.6,1.3,2.0,0,0,5.54,4.75,1.49,17.1,9.8,32.9,1.4,17.4,18.6,5,40.1,39.2,20.7,0.294
176,Chase Anderson,TOR,SP,R,5.4,5.4,2.0,126.2,28.6,1.5,2.0,0,0,5.48,4.33,1.41,24.4,9.7,30.7,1.3,17.5,18.4,6,34.5,45.0,20.4,0.289
177,Tyler Mahle,CIN,SP,R,12.0,3.0,1.2,120.2,28.2,1.5,1.6,0,1,4.27,3.48,1.28,28.2,8.6,27.4,1.2,13.6,14.6,4,42.6,34.6,20.1,0.297
178,Chris Stratton,PIT,RP,R,16.2,1.2,0.5,120.0,27.5,1.2,1.6,0,1,4.66,3.99,1.42,23.3,9.7,29.3,0.8,14.0,15.1,4,42.9,33.0,21.4,0.306
179,Sam Gaviglio,TOR,RP,R,21.0,0.0,0.0,117.3,27.3,1.4,1.3,0,3,4.53,3.61,1.31,24.3,6.8,28.9,1.2,13.8,14.8,4,46.3,33.2,20.4,0.302
180,Kwang-Hyun Kim,STL,RP,L,21.0,0.0,0.0,112.6,27.3,1.4,1.3,4,3,3.53,2.99,1.17,27.7,6.6,25.3,0.8,10.7,11.7,3,42.2,34.5,20.6,0.295
181,Seth Lugo,NYM,RP,R,22.2,0.0,0.0,111.1,26.6,1.3,1.2,1,4,3.73,3.07,1.19,29.0,7.1,24.5,1.1,11.0,11.9,4,41.5,35.7,20.2,0.297
182,Mychal Givens,BAL,RP,R,24.0,0.0,0.0,111.1,26.4,1.3,1.2,4,2,4.05,3.05,1.27,30.9,10.8,22.7,1.2,11.8,12.6,4,39.6,39.8,20.6,0.288
183,John Gant,STL,RP,R,24.0,0.0,0.0,113.6,26.4,1.2,1.3,1,5,4.14,3.77,1.38,24.0,11.0,25.3,0.9,12.2,13.2,3,44.3,32.4,20.6,0.295
184,Nick Wittgren,CLE,RP,R,24.0,0.0,0.0,113.6,26.4,1.4,1.2,0,5,4.41,3.70,1.31,25.3,8.5,26.1,0.9,13.2,14.1,4,39.6,39.7,20.7,0.292
185,Raisel Iglesias,CIN,RP,R,24.0,0.0,0.0,111.2,26.4,1.3,1.3,11,0,4.02,3.10,1.24,29.6,9.5,23.4,1.0,12.0,12.8,4,38.0,39.2,20.1,0.289
186,Diego Castillo,TB,RP,R,24.0,0.0,0.0,108.9,26.4,1.5,1.1,4,6,3.19,2.78,1.16,32.1,9.2,21.4,1.1,9.5,10.4,3,47.8,31.7,20.5,0.294
187,Richard Bleier,BAL,RP,L,24.0,0.0,0.0,113.7,26.4,1.3,1.3,0,4,4.42,3.68,1.41,16.6,7.3,29.9,1.2,12.8,14.0,3,54.9,24.5,20.6,0.309
188,Shun Yamaguchi,TOR,RP,R,16.8,1.8,0.7,112.2,25.7,1.3,1.4,0,1,4.76,3.84,1.38,25.3,9.7,25.7,1.3,13.6,14.5,4,42.3,37.2,20.4,0.297
189,Nick Pivetta,PHI,SP,R,9.6,3.6,1.5,109.4,25.6,1.4,1.5,0,1,4.43,3.55,1.33,26.1,9.2,24.7,1.0,12.7,13.6,4,42.8,34.6,19.9,0.294
190,Erik Swanson,SEA,RP,R,16.2,1.2,0.5,107.4,25.5,1.2,1.4,0,1,4.40,3.40,1.25,24.7,7.4,24.4,0.9,12.4,13.2,5,38.5,41.6,20.0,0.285
191,Brad Peacock,HOU,SP,R,4.8,4.8,2.0,111.0,25.4,1.4,1.7,0,0,4.75,3.99,1.39,25.9,11.0,24.3,1.1,13.7,14.6,4,40.0,39.9,20.1,0.294
192,Josh Hader,MIL,RP,L,21.0,0.0,0.0,101.9,25.2,1.4,1.0,11,1,3.04,2.08,1.06,39.2,10.2,16.6,1.0,8.6,9.2,3,31.3,45.3,20.7,0.277
193,Yusmeiro Petit,OAK,RP,R,21.0,0.0,0.0,108.6,25.2,1.3,1.2,0,5,4.71,3.97,1.30,21.6,6.6,26.1,0.7,13.3,14.1,5,34.2,45.4,20.4,0.287
194,A.J. Puk,OAK,SP,L,4.8,4.8,2.3,107.0,25.0,1.8,1.3,0,0,4.04,3.68,1.32,26.8,11.1,22.0,1.1,11.3,12.2,3,42.8,36.8,20.4,0.290
195,Shaun Anderson,SF,SP,R,4.8,4.8,2.1,109.0,25.0,1.5,1.6,0,0,4.70,4.42,1.41,18.0,9.3,26.1,0.9,12.7,13.8,4,45.0,32.2,20.1,0.294
196,Tanner Houck,BOS,SP,R,4.8,4.8,1.8,112.9,25.0,1.5,1.5,0,0,5.13,4.76,1.54,19.9,12.0,26.4,1.5,14.6,15.6,4,46.6,32.2,21.2,0.298
197,Logan Allen,CLE,SP,L,6.6,3.6,1.5,108.4,24.7,1.5,1.4,0,0,4.55,4.22,1.39,22.1,9.8,24.6,1.2,12.8,13.7,4,43.9,35.4,20.7,0.291
198,Roenis Elias,WSH,RP,L,20.4,0.0,0.0,106.2,24.5,1.2,1.2,1,3,4.41,3.88,1.37,21.8,9.1,24.3,1.2,12.2,13.0,4,39.4,37.2,20.7,0.291
199,Scott Barlow,KC,RP,R,22.2,0.0,0.0,104.4,24.4,1.2,1.1,2,4,4.13,3.46,1.33,27.0,11.0,21.3,1.1,11.1,11.9,3,40.3,39.0,20.7,0.290
200,Shane Greene,ATL,RP,R,24.0,0.0,0.0,103.4,24.0,1.2,1.1,1,4,4.18,3.65,1.33,23.1,8.0,23.9,1.1,11.2,12.1,3,43.1,33.2,21.0,0.299
201,Tommy Kahnle,NYY,RP,R,24.0,0.0,0.0,100.1,24.0,1.4,1.0,0,6,3.57,2.86,1.20,30.3,9.0,19.8,0.9,9.7,10.4,3,44.9,35.1,20.1,0.293
202,Kyle Ryan,CHC,RP,L,24.0,0.0,0.0,105.3,24.0,1.2,1.2,0,4,4.18,4.01,1.46,19.9,10.9,24.1,1.0,11.3,12.3,3,50.7,25.9,20.7,0.303
203,Hansel Robles,LAA,RP,R,24.0,0.0,0.0,102.7,24.0,1.3,1.1,9,1,4.21,3.53,1.28,25.7,8.9,21.7,0.9,11.3,12.1,4,37.0,43.0,20.0,0.285
204,Adam Ottavino,NYY,RP,R,24.0,0.0,0.0,104.0,24.0,1.3,1.1,0,6,4.32,3.45,1.35,29.3,11.8,20.5,1.2,11.7,12.5,4,40.6,39.3,20.1,0.292
205,Jairo Diaz,COL,RP,R,24.0,0.0,0.0,104.1,24.0,1.2,1.2,1,4,4.30,3.56,1.40,23.3,10.2,23.5,1.0,11.6,12.5,3,47.3,28.1,22.0,0.308
206,Matt Barnes,BOS,RP,R,24.0,0.0,0.0,101.2,24.0,1.4,0.9,1,6,3.33,3.02,1.23,33.5,10.8,18.7,0.9,9.1,9.9,3,45.5,33.4,21.2,0.298
207,Alex Claudio,MIL,RP,L,24.0,0.0,0.0,105.3,24.0,1.1,1.2,0,5,4.28,3.92,1.45,15.6,8.3,26.6,1.1,11.5,12.6,3,55.5,21.2,20.7,0.310
208,Taylor Rogers,MIN,RP,L,24.0,0.0,0.0,99.5,24.0,1.4,0.9,11,0,3.37,2.79,1.16,28.5,6.9,21.0,1.2,9.2,10.0,3,46.6,32.6,20.8,0.301
209,Brandon Brennan,SEA,RP,R,24.0,0.0,0.0,104.1,24.0,1.1,1.2,0,4,4.16,3.80,1.41,22.8,11.2,22.6,0.9,11.0,12.0,3,51.0,29.0,20.0,0.298
210,Roberto Osuna,HOU,RP,R,24.0,0.0,0.0,99.2,24.0,1.4,0.9,11,0,3.55,2.87,1.12,28.4,6.4,20.4,1.1,9.7,10.4,3,40.2,39.7,20.1,0.288
211,Scott Oberg,COL,RP,R,24.0,0.0,0.0,104.0,24.0,1.2,1.2,3,4,4.40,3.61,1.41,21.6,9.5,24.3,0.9,11.8,12.8,3,48.0,27.4,22.0,0.309
212,Amir Garrett,CIN,RP,L,24.0,0.0,0.0,102.4,24.0,1.2,1.2,0,5,3.97,3.26,1.32,27.9,11.0,20.7,1.0,10.7,11.6,3,42.7,34.5,20.1,0.295
213,Jose Leclerc,TEX,RP,R,24.0,0.0,0.0,101.0,24.0,1.4,1.0,7,0,3.50,2.90,1.23,32.9,12.2,17.4,1.2,9.2,9.9,3,36.6,42.9,20.5,0.282
214,Carlos Estevez,COL,RP,R,24.0,0.0,0.0,103.1,24.0,1.2,1.2,1,4,4.41,3.40,1.35,24.7,9.6,22.8,1.0,11.9,12.7,4,40.1,35.2,22.0,0.301
215,Edwin Diaz,NYM,RP,R,24.0,0.0,0.0,97.5,24.0,1.3,1.0,9,0,3.03,2.30,1.07,35.0,8.6,17.1,1.2,8.1,8.8,3,39.9,37.2,20.2,0.287
216,Buck Farmer,DET,RP,R,24.0,0.0,0.0,103.9,24.0,1.2,1.2,0,5,4.46,3.67,1.36,24.0,9.3,23.3,1.0,11.8,12.7,4,42.3,37.0,20.7,0.297
217,Michael Lorenzen,CIN,RP,R,24.0,0.0,0.0,104.0,24.0,1.1,1.2,2,5,4.35,3.69,1.38,22.1,9.3,23.8,1.0,11.8,12.7,3,46.6,30.7,20.1,0.301
