#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
443,Javy Guerra,WSH,RP,R,9.0,0.0,0.0,43.5,9.9,0.4,0.5,0,1,4.88,4.15,1.43,8.0,3.6,10.5,0.4,5.4,5.8,2,38.7,37.9,20.7,0.295
444,Wilmer Font,TOR,RP,R,7.5,0.0,0.0,41.2,9.8,0.5,0.4,0,1,4.19,3.11,1.22,11.2,3.0,8.9,0.4,4.6,4.9,2,37.9,41.6,20.4,0.289
445,Phillips Valdez,BOS,SP,R,4.2,1.2,0.5,43.6,9.8,0.5,0.6,0,0,4.77,4.33,1.48,7.5,4.0,10.5,0.6,5.3,5.8,1,51.5,27.4,21.2,0.306
446,Rogelio Armenteros,HOU,SP,R,4.8,1.2,0.5,42.2,9.8,0.6,0.6,0,0,4.52,3.78,1.33,9.8,3.7,9.3,0.3,5.0,5.4,2,39.7,40.2,20.1,0.289
447,Jake McGee,FA,RP,L,12.0,0.0,0.0,41.9,9.6,0.4,0.5,0,2,4.93,3.97,1.39,8.3,3.4,10.0,0.4,5.3,5.6,2,36.9,42.6,20.5,0.293
448,Enyel De Los Santos,PHI,SP,R,1.8,1.8,0.7,42.0,9.5,0.5,0.7,0,0,5.21,4.39,1.46,7.9,3.9,10.0,0.5,5.5,5.9,2,40.9,36.5,19.9,0.287
449,Homer Bailey,MIN,SP,R,1.8,1.8,0.7,41.3,9.5,0.6,0.6,0,0,4.88,4.10,1.39,7.7,3.0,10.2,0.4,5.3,5.7,2,43.2,36.0,20.8,0.300
450,Dylan Covey,BOS,SP,R,1.8,1.8,0.7,41.6,9.4,0.5,0.6,0,0,5.02,4.30,1.47,7.4,3.5,10.4,0.4,5.4,5.8,2,49.4,30.5,20.1,0.305
451,Kyle Wright,ATL,SP,R,1.8,1.8,0.8,41.0,9.4,0.6,0.6,0,0,4.45,4.04,1.40,8.5,3.6,9.5,0.5,4.7,5.1,1,47.6,28.7,21.0,0.301
452,Hector Velazquez,BAL,SP,R,3.6,1.8,0.4,41.4,9.3,0.5,0.8,0,0,5.35,4.44,1.51,7.2,3.9,10.2,0.4,5.5,5.8,2,44.2,35.2,20.6,0.298
453,Cole Irvin,PHI,SP,L,3.6,0.6,0.2,39.2,9.1,0.4,0.5,0,0,4.69,4.03,1.34,6.8,2.3,9.9,0.4,4.8,5.1,2,42.7,34.7,19.9,0.289
454,Evan Phillips,BAL,RP,R,11.4,0.0,0.0,40.1,9.1,0.4,0.5,0,2,4.64,3.85,1.46,9.5,4.8,8.5,0.5,4.6,5.0,1,44.7,34.8,20.6,0.295
455,Tyler Kinley,COL,RP,R,11.4,0.0,0.0,41.5,9.1,0.4,0.5,0,1,5.36,4.48,1.61,8.4,5.5,9.2,0.3,5.5,5.8,2,39.3,36.0,22.0,0.300
456,Shelby Miller,MIL,SP,R,1.8,1.8,0.6,40.5,9.0,0.4,0.7,0,0,5.51,4.62,1.57,7.0,4.4,9.7,0.4,5.6,5.9,2,41.0,35.7,20.7,0.300
457,Trevor Rosenthal,KC,RP,R,9.0,0.0,0.0,39.7,9.0,0.4,0.4,0,1,4.36,3.92,1.47,10.0,5.5,7.7,0.5,4.3,4.7,1,43.4,35.9,20.7,0.295
458,Joely Rodriguez,TEX,RP,L,9.0,0.0,0.0,39.5,9.0,0.5,0.4,0,1,4.40,3.96,1.47,7.8,4.3,8.9,0.5,4.4,4.7,1,49.9,29.6,20.5,0.302
459,Josh Osich,BOS,RP,L,9.0,0.0,0.0,39.0,9.0,0.5,0.4,0,1,4.44,3.81,1.37,8.4,3.3,9.1,0.3,4.5,4.9,1,43.7,35.1,21.2,0.299
460,Jacob Barnes,LAA,RP,R,9.0,0.0,0.0,39.6,9.0,0.5,0.4,0,1,4.47,4.15,1.42,8.0,3.9,9.0,0.3,4.5,4.9,1,46.8,33.2,20.0,0.296
461,Joe Biagini,HOU,RP,R,9.0,0.0,0.0,39.0,9.0,0.5,0.4,0,1,4.43,3.78,1.37,7.9,3.3,9.1,0.4,4.5,4.9,1,49.2,30.7,20.1,0.303
462,Dylan Floro,LAD,RP,R,9.0,0.0,0.0,38.7,9.0,0.5,0.4,0,1,4.04,3.81,1.33,7.2,2.9,9.1,0.3,4.1,4.5,1,49.8,27.8,19.8,0.296
463,Jharel Cotton,CHC,RP,R,9.0,0.0,0.0,38.5,9.0,0.4,0.4,0,1,4.45,3.57,1.33,8.5,3.3,8.7,0.3,4.5,4.8,1,37.3,39.3,20.7,0.290
464,Ben Heller,NYY,RP,R,9.0,0.0,0.0,39.0,9.0,0.5,0.4,0,1,4.40,3.55,1.36,9.7,3.8,8.4,0.4,4.5,4.8,1,43.3,36.6,20.1,0.295
465,Jonathan Holder,NYY,RP,R,9.0,0.0,0.0,38.7,9.0,0.5,0.4,0,1,4.61,3.60,1.31,8.8,2.9,8.9,0.4,4.7,5.0,2,37.9,42.1,20.1,0.289
466,Jonathon Feyereisen,MIL,RP,R,9.0,0.0,0.0,39.4,9.0,0.4,0.4,0,1,4.46,3.83,1.42,9.8,4.8,8.0,0.3,4.5,4.8,1,38.5,38.1,20.7,0.286
467,Daniel Bard,COL,RP,R,9.0,0.0,0.0,41.4,9.0,0.4,0.5,0,1,5.42,4.62,1.68,7.9,5.7,9.3,0.4,5.5,5.8,1,44.1,31.2,22.0,0.308
468,Parker Markel,LAA,RP,R,9.0,0.0,0.0,39.2,9.0,0.5,0.4,0,1,4.09,3.64,1.36,10.8,4.7,7.6,0.5,4.1,4.4,1,40.5,39.5,20.0,0.288
469,Brian Moran,TOR,RP,L,9.0,0.0,0.0,39.1,9.0,0.4,0.5,0,1,4.10,3.85,1.36,8.7,3.8,8.4,0.5,4.1,4.4,1,43.0,34.4,19.9,0.292
470,Taylor Williams,SEA,RP,R,9.0,0.0,0.0,39.2,9.0,0.4,0.5,0,1,4.48,3.88,1.41,8.4,4.0,8.7,0.4,4.4,4.8,1,45.7,34.4,20.0,0.296
471,Reggie McClain,PHI,RP,R,9.0,0.0,0.0,38.9,9.0,0.4,0.4,0,1,4.35,3.73,1.38,7.2,3.0,9.4,0.5,4.4,4.8,1,51.1,26.3,19.9,0.299
472,Cy Sneed,HOU,RP,R,9.0,0.0,0.0,38.5,9.0,0.5,0.4,0,1,4.31,3.66,1.31,8.4,3.1,8.7,0.3,4.4,4.7,1,43.5,36.5,20.1,0.291
473,Jordan Weems,OAK,RP,R,9.0,0.0,0.0,40.7,9.0,0.4,0.4,0,1,5.19,4.57,1.57,7.9,5.3,8.9,0.4,5.2,5.6,1,39.1,40.4,20.4,0.289
474,Ryne Harper,WSH,RP,R,9.0,0.0,0.0,38.5,9.0,0.4,0.4,0,1,4.16,3.65,1.31,8.2,2.8,9.0,0.3,4.2,4.5,1,43.6,32.9,20.7,0.296
475,Drew Smith,NYM,RP,R,9.0,0.0,0.0,39.1,9.0,0.4,0.5,0,1,4.58,3.84,1.38,8.3,3.5,8.9,0.4,4.6,4.9,1,40.5,36.7,20.2,0.294
476,Josh Staumont,KC,RP,R,9.0,0.0,0.0,39.9,9.0,0.4,0.4,0,1,4.46,3.96,1.47,10.4,5.5,7.7,0.4,4.4,4.7,1,40.2,39.1,20.7,0.292
477,James Bourque,WSH,RP,R,9.0,0.0,0.0,39.6,9.0,0.4,0.4,0,1,4.23,4.02,1.45,9.0,4.6,8.4,0.4,4.3,4.7,1,46.2,30.4,20.7,0.297
478,Kyle Finnegan,WSH,RP,R,9.0,0.0,0.0,39.0,9.0,0.4,0.4,0,1,4.08,3.76,1.39,8.9,4.0,8.5,0.3,4.1,4.5,1,46.6,30.0,20.7,0.299
479,Jon Duplantier,ARI,RP,R,4.5,0.0,0.0,39.2,9.0,0.4,0.4,0,0,4.23,3.74,1.42,9.0,4.4,8.4,0.5,4.2,4.6,1,45.5,30.7,21.1,0.301
480,Gabe Speier,KC,RP,L,9.0,0.0,0.0,39.6,9.0,0.4,0.4,0,1,4.66,4.16,1.46,8.0,4.2,8.9,0.4,4.6,5.0,1,43.0,36.3,20.7,0.294
481,Cole Sulser,BAL,RP,R,9.0,0.0,0.0,38.6,9.0,0.4,0.4,0,1,4.40,3.41,1.34,9.9,3.8,8.2,0.4,4.4,4.6,1,39.7,39.7,20.6,0.290
482,Blake Taylor,HOU,RP,L,9.0,0.0,0.0,40.1,9.0,0.5,0.4,0,1,4.42,4.28,1.50,8.4,4.9,8.6,0.4,4.5,4.9,1,48.5,31.4,20.1,0.297
483,Devin Williams,MIL,RP,R,9.0,0.0,0.0,39.9,9.0,0.4,0.5,0,1,4.65,4.00,1.48,9.1,4.9,8.5,0.4,4.7,5.0,1,42.7,34.0,20.7,0.297
484,Eric Yardley,MIL,RP,R,9.0,0.0,0.0,39.4,9.0,0.4,0.4,0,1,4.36,3.89,1.45,5.9,3.2,9.9,0.4,4.4,4.8,1,55.9,20.8,20.7,0.309
485,Dario Agrazal,DET,RP,R,9.0,0.0,0.0,38.7,9.0,0.4,0.5,0,1,4.49,3.74,1.31,6.5,1.7,10.1,0.5,4.5,4.8,1,43.9,32.1,21.4,0.305
486,Edgar Santana,PIT,RP,R,9.0,0.0,0.0,39.0,9.0,0.4,0.5,0,1,4.51,3.81,1.38,7.9,3.0,9.3,0.4,4.4,4.8,1,42.8,33.2,21.4,0.304
487,Jordan Holloway,MIA,RP,R,9.0,0.0,0.0,42.1,9.0,0.3,0.5,0,1,5.34,5.27,1.76,7.1,6.6,9.2,0.4,5.3,5.7,1,47.0,30.4,19.9,0.299
488,James Norwood,CHC,RP,R,9.0,0.0,0.0,39.7,9.0,0.4,0.4,0,1,4.58,3.91,1.47,9.4,5.0,8.2,0.4,4.6,5.0,1,38.6,38.0,20.7,0.293
489,Cam Hill,CLE,RP,R,9.0,0.0,0.0,39.2,9.0,0.5,0.4,0,1,4.46,3.85,1.36,9.0,3.6,8.7,0.4,4.6,4.9,1,41.4,37.9,20.7,0.292
490,Junior Fernandez,STL,RP,R,9.0,0.0,0.0,39.8,9.0,0.4,0.5,0,1,4.40,4.10,1.47,8.4,4.8,8.5,0.5,4.4,4.8,1,45.5,31.1,20.6,0.295
491,Jose Suarez,LAA,SP,L,3.6,0.6,0.2,38.8,9.0,0.9,0.9,0,0,4.27,3.76,1.33,8.8,3.5,8.4,0.5,4.3,4.6,1,41.5,38.4,20.0,0.287
492,Kolby Allard,TEX,SP,L,1.8,1.8,0.7,39.1,9.0,0.6,0.5,0,0,4.71,4.14,1.42,7.3,3.6,9.2,0.3,4.7,5.0,1,44.5,35.0,20.5,0.294
493,Peter Lambert,COL,SP,R,1.8,1.8,0.6,40.1,9.0,0.4,0.7,0,0,5.51,4.50,1.53,5.7,3.1,10.6,0.4,5.6,5.9,2,45.1,30.2,22.0,0.309
494,Richard Lovelady,KC,RP,L,9.0,0.0,0.0,38.6,9.0,0.5,0.4,0,1,4.07,3.66,1.36,8.4,3.6,8.6,0.4,4.0,4.4,1,48.5,30.8,20.7,0.299
495,Travis Lakins,BAL,RP,R,9.0,0.0,0.0,39.9,9.0,0.4,0.5,0,1,5.11,4.22,1.51,7.7,4.3,9.2,0.4,5.1,5.4,2,43.3,36.1,20.6,0.293
496,Ian Gibaut,TEX,RP,R,9.0,0.0,0.0,39.3,9.0,0.5,0.4,0,1,4.37,3.76,1.43,9.5,4.8,8.0,0.5,4.3,4.7,1,43.6,35.9,20.5,0.293
497,Trevor Kelley,PHI,RP,R,9.0,0.0,0.0,40.4,9.0,0.4,0.4,0,1,5.55,4.54,1.50,6.9,3.7,9.8,0.4,5.6,5.9,2,34.8,44.0,21.2,0.288
498,Zac Grotz,SEA,RP,R,9.0,0.0,0.0,38.2,9.0,0.4,0.4,0,1,3.86,3.36,1.28,8.4,2.8,8.7,0.4,3.8,4.2,1,51.4,28.6,20.0,0.300
499,John Schreiber,DET,RP,R,9.0,0.0,0.0,39.3,9.0,0.4,0.4,0,1,4.70,3.89,1.39,8.5,3.6,8.9,0.4,4.7,5.0,1,41.9,37.4,20.7,0.294
500,David Bednar,SD,RP,R,9.0,0.0,0.0,38.8,9.0,0.4,0.4,0,1,4.06,3.66,1.33,9.3,4.0,8.0,0.4,4.0,4.4,1,42.9,34.1,20.3,0.291
501,Phillip Diehl,COL,RP,L,9.0,0.0,0.0,39.8,9.0,0.4,0.5,0,1,4.89,3.99,1.47,8.1,4.0,9.2,0.4,4.9,5.3,2,39.5,35.8,22.0,0.301
502,Elvis Luciano,TOR,RP,R,9.0,0.0,0.0,40.7,9.0,0.4,0.5,0,1,5.29,4.50,1.54,7.7,4.4,9.5,0.5,5.3,5.7,2,43.7,35.8,20.4,0.299
503,Codi Heuer,CHW,RP,R,9.0,0.0,0.0,39.5,9.0,0.5,0.4,0,1,4.52,3.96,1.43,7.6,3.7,9.2,0.4,4.5,4.9,1,51.5,28.4,20.1,0.303
504,Tyler Zuber,KC,RP,R,9.0,0.0,0.0,39.4,9.0,0.4,0.4,0,1,4.77,4.00,1.42,8.2,3.9,8.9,0.4,4.7,5.1,1,40.1,39.2,20.7,0.291
505,Kodi Whitley,STL,RP,R,9.0,0.0,0.0,39.5,9.0,0.4,0.5,0,1,4.73,4.17,1.45,7.5,3.9,9.1,0.4,4.7,5.1,1,40.2,36.5,20.6,0.291
506,Alex Vesia,MIA,RP,L,9.0,0.0,0.0,38.9,9.0,0.4,0.5,0,1,4.15,3.76,1.36,9.0,3.8,8.4,0.4,4.1,4.4,1,40.1,37.3,19.9,0.291
507,Deolis Guerra,PHI,RP,R,9.0,0.0,0.0,38.0,9.0,0.4,0.4,0,1,4.03,3.27,1.25,9.6,2.8,8.4,0.3,4.1,4.4,1,42.3,35.1,19.9,0.289
508,Adbert Alzolay,CHC,SP,R,3.0,1.2,0.5,39.0,8.9,0.5,0.5,0,0,4.78,4.04,1.41,8.7,4.0,8.5,0.4,4.8,5.1,1,35.9,40.7,20.7,0.286
509,Tarik Skubal,DET,SP,L,1.5,1.5,0.7,37.2,8.6,0.5,0.5,0,0,4.61,3.88,1.37,8.5,3.4,8.4,0.4,4.4,4.7,1,40.7,38.6,20.7,0.293
510,Luis Avilan,NYY,RP,L,12.0,0.0,0.0,37.2,8.4,0.4,0.4,0,2,4.70,4.06,1.44,7.9,3.6,8.5,0.4,4.4,4.8,1,44.0,35.9,20.1,0.297
511,Michael Pineda,MIN,SP,R,1.5,1.5,0.7,35.7,8.4,0.6,0.4,0,0,4.50,3.62,1.28,7.8,2.0,8.7,0.3,4.3,4.6,1,42.1,37.1,20.8,0.300
512,Touki Toussaint,ATL,RP,R,4.8,0.3,0.1,36.4,8.3,0.4,0.4,0,1,4.27,3.91,1.40,8.7,3.9,7.7,0.5,4.0,4.3,1,42.6,33.7,21.0,0.294
513,Forrest Whitley,HOU,SP,R,1.6,1.6,0.7,36.8,8.3,0.6,0.5,0,0,4.78,4.23,1.45,8.6,4.3,7.7,0.4,4.5,4.8,1,41.0,38.9,20.1,0.290
514,Chasen Shreve,NYM,RP,L,9.0,0.0,0.0,35.6,8.1,0.4,0.4,0,1,4.59,4.02,1.42,7.9,3.8,7.7,0.3,4.1,4.4,1,37.5,39.2,20.6,0.287
515,Mike Morin,MIL,RP,R,9.0,0.0,0.0,35.7,8.1,0.4,0.4,0,1,5.13,4.28,1.43,5.7,2.6,9.0,0.4,4.7,5.0,1,39.5,37.1,20.7,0.294
516,Nate Jones,CIN,RP,R,9.0,0.0,0.0,35.0,8.1,0.4,0.4,0,1,4.29,3.59,1.35,8.2,3.3,7.6,0.4,3.9,4.2,1,43.5,33.7,20.1,0.296
517,Colten Brewer,BOS,RP,R,9.0,0.0,0.0,35.7,8.1,0.4,0.4,0,1,4.24,4.04,1.44,7.7,3.7,7.9,0.4,3.9,4.2,1,50.5,28.3,21.2,0.303
518,Stephen Tarpley,MIA,RP,L,9.0,0.0,0.0,35.1,8.1,0.4,0.4,0,1,3.66,3.71,1.40,8.0,3.9,7.4,0.4,3.3,3.6,1,52.7,24.7,19.9,0.301
519,Reyes Moronta,SF,RP,R,9.0,0.0,0.0,34.9,8.1,0.4,0.4,0,2,4.04,3.59,1.36,9.2,4.3,6.7,0.3,3.6,3.8,1,38.0,39.1,20.1,0.288
520,Drew Steckenrider,MIA,RP,R,9.0,0.0,0.0,34.9,8.1,0.4,0.4,0,1,4.26,3.65,1.33,8.5,3.3,7.5,0.3,3.8,4.1,1,36.8,40.6,19.9,0.288
521,Hunter Strickland,NYM,RP,R,9.0,0.0,0.0,35.4,8.1,0.4,0.4,0,1,4.82,3.96,1.41,7.3,3.3,8.2,0.4,4.3,4.6,1,37.4,39.7,20.2,0.293
522,Aaron Loup,TB,RP,L,11.4,0.0,0.0,34.4,8.0,0.4,0.4,0,2,3.84,3.55,1.31,8.0,3.1,7.4,0.5,3.5,3.8,1,48.4,31.1,20.5,0.297
523,James Hoyt,CLE,RP,R,11.4,0.0,0.0,34.4,8.0,0.4,0.4,0,1,4.12,3.54,1.31,8.3,3.0,7.5,0.4,3.7,4.0,1,45.8,33.5,20.7,0.297
524,Dovydas Neverauskas,PIT,RP,R,11.4,0.0,0.0,34.9,8.0,0.4,0.4,0,1,4.46,3.76,1.43,8.3,3.9,7.6,0.3,3.9,4.2,1,41.3,34.6,21.4,0.302
525,Genesis Cabrera,STL,RP,L,7.9,0.0,0.0,33.9,7.9,0.4,0.4,0,1,4.08,3.63,1.33,8.0,3.4,7.1,0.3,3.6,3.9,1,37.8,38.9,20.6,0.285
526,Chi Chi Gonzalez,COL,SP,R,3.0,1.2,0.4,35.1,7.8,0.4,0.5,0,0,5.41,4.48,1.57,5.7,3.5,8.8,0.3,4.7,5.1,1,45.7,29.6,22.0,0.311
527,Edward Cabrera,MIA,SP,R,1.5,1.5,0.6,34.6,7.8,0.4,0.6,0,0,4.82,4.50,1.49,6.3,3.6,8.1,0.4,4.1,4.5,1,45.9,31.5,19.9,0.298
528,Luis Patino,SD,SP,R,1.5,1.5,0.6,34.4,7.8,0.4,0.5,0,0,4.82,4.35,1.43,7.0,3.6,7.6,0.3,4.2,4.5,1,40.2,36.8,20.3,0.289
529,Erasmo Ramirez,NYM,SP,R,4.8,0.8,0.3,33.7,7.7,0.4,0.5,0,0,5.09,4.25,1.41,5.6,2.3,8.6,0.3,4.3,4.6,1,44.0,34.8,21.2,0.298
530,Jake Faria,MIL,SP,R,3.6,0.6,0.2,33.7,7.7,0.4,0.5,0,0,4.71,3.94,1.42,7.6,3.5,7.4,0.3,4.1,4.3,1,39.0,37.6,20.7,0.292
531,Kyle McGowin,WSH,SP,R,3.0,1.2,0.5,32.7,7.6,0.5,0.5,0,0,4.38,3.86,1.33,6.9,2.5,7.6,0.3,3.8,4.0,1,42.8,33.8,20.7,0.294
532,Dillon Peters,LAA,SP,L,3.6,0.6,0.2,32.4,7.5,0.4,0.4,0,0,4.41,3.98,1.35,6.1,2.4,7.7,0.3,3.7,4.0,1,45.1,34.9,20.0,0.293
533,Justin Grimm,MIL,RP,R,9.0,0.0,0.0,31.9,7.2,0.3,0.4,0,1,4.81,3.97,1.46,7.3,3.6,6.9,0.3,3.9,4.1,1,39.2,37.4,20.7,0.295
534,Dominic Leone,CLE,RP,R,9.0,0.0,0.0,31.3,7.2,0.4,0.3,0,1,4.48,3.71,1.35,7.6,3.0,6.8,0.3,3.7,3.9,1,37.9,41.5,20.7,0.290
535,Brett Cecil,STL,RP,L,9.0,0.0,0.0,31.6,7.2,0.3,0.4,0,1,4.79,4.25,1.47,5.3,3.0,7.6,0.3,3.8,4.1,1,41.6,35.0,20.6,0.295
536,Bobby Wahl,MIL,RP,R,9.0,0.0,0.0,30.9,7.2,0.4,0.3,0,1,4.12,3.32,1.33,8.5,3.4,6.2,0.3,3.3,3.6,1,38.5,38.1,20.7,0.292
537,Ian Hamilton,CHW,RP,R,9.0,0.0,0.0,30.9,7.2,0.4,0.3,0,1,4.20,3.52,1.32,7.4,2.7,6.8,0.3,3.4,3.6,1,46.3,33.6,20.1,0.296
538,Sam Freeman,WSH,RP,L,9.0,0.0,0.0,31.7,7.2,0.4,0.3,0,1,4.30,4.16,1.46,6.6,3.5,7.0,0.3,3.5,3.8,1,47.9,32.1,20.0,0.295
539,JT Brubaker,PIT,SP,R,2.5,1.0,0.4,29.3,6.7,0.3,0.4,0,0,4.62,4.11,1.42,5.3,2.4,7.1,0.4,3.4,3.7,1,47.6,28.3,21.4,0.306
540,Michel Baez,SD,RP,R,6.7,0.0,0.0,29.1,6.7,0.3,0.3,0,1,4.32,3.77,1.34,6.7,2.9,6.1,0.3,3.2,3.4,1,38.5,38.4,20.3,0.287
541,Rex Brothers,CHC,RP,L,9.0,0.0,0.0,27.8,6.3,0.3,0.3,0,1,3.90,3.85,1.44,7.8,4.0,5.1,0.3,2.8,3.0,1,41.5,34.8,21.0,0.293
542,Hoby Milner,LAA,RP,L,9.0,0.0,0.0,26.9,6.3,0.3,0.3,0,1,3.96,3.55,1.28,6.3,2.3,5.8,0.3,2.8,3.0,1,43.0,37.0,20.0,0.289
543,Dillon Maples,CHC,RP,R,9.0,0.0,0.0,27.6,6.3,0.3,0.3,0,1,3.54,3.68,1.46,8.2,4.5,4.7,0.4,2.5,2.8,0,51.0,25.6,20.7,0.301
544,Caleb Ferguson,LAD,RP,L,9.0,0.0,0.0,26.7,6.3,0.3,0.3,0,1,3.57,3.26,1.24,7.4,2.6,5.2,0.3,2.5,2.7,1,42.3,35.3,19.8,0.285
545,Ryan Buchter,LAA,RP,L,9.0,0.0,0.0,27.3,6.3,0.3,0.3,0,1,4.41,3.85,1.33,6.6,2.7,5.7,0.3,3.1,3.3,1,31.0,49.0,20.0,0.277
546,Bruce Zimmermann,BAL,SP,L,1.2,1.2,0.4,27.8,6.2,0.3,0.4,0,0,5.56,4.72,1.56,4.5,2.8,6.8,0.2,3.8,4.0,1,42.7,36.7,20.6,0.295
547,Ronald Bolanos,KC,SP,R,1.2,1.2,0.5,27.8,6.2,0.3,0.4,0,0,5.31,4.68,1.56,4.9,3.3,6.4,0.4,3.6,3.9,1,45.0,34.3,20.7,0.295
548,Jerad Eickhoff,SD,SP,R,3.6,0.6,0.2,26.6,6.1,0.3,0.4,0,0,5.19,4.08,1.37,5.0,1.9,6.4,0.3,3.5,3.7,1,36.1,41.3,19.9,0.287
549,Lewis Thorpe,MIN,SP,L,3.6,0.6,0.3,25.8,6.1,0.4,0.3,0,0,4.05,3.41,1.25,6.5,2.0,5.7,0.2,2.8,3.0,1,39.9,39.3,20.8,0.291
550,Thomas Hatch,TOR,SP,R,3.6,0.6,0.2,27.1,6.1,0.3,0.4,0,0,5.25,4.30,1.44,5.1,2.4,6.4,0.4,3.6,3.8,1,41.2,38.3,20.4,0.292
551,Sean Poppen,MIN,SP,R,3.6,0.6,0.2,26.6,6.1,0.3,0.3,0,0,4.43,3.89,1.39,5.6,2.4,6.1,0.4,3.1,3.3,1,48.9,30.3,20.8,0.304
552,Paul Blackburn,OAK,RP,R,3.0,0.0,0.0,25.8,6.0,0.3,0.3,0,0,4.33,3.87,1.35,4.2,1.6,6.5,0.2,2.9,3.2,1,50.5,29.1,20.4,0.301
553,Jacob Waguespack,TOR,SP,R,3.6,0.6,0.2,26.3,6.0,0.3,0.4,0,0,4.88,4.09,1.42,5.2,2.3,6.3,0.3,3.3,3.5,1,45.6,34.0,20.4,0.299
554,Yohander Mendez,TEX,RP,L,3.0,0.0,0.0,23.3,5.4,0.3,0.3,0,0,4.43,3.65,1.36,5.2,2.3,5.1,0.3,2.6,2.8,1,39.3,40.2,20.5,0.287
555,Taylor Cole,LAA,RP,R,3.0,0.0,0.0,23.3,5.4,0.3,0.2,0,0,4.00,3.76,1.34,5.2,2.2,5.1,0.2,2.4,2.6,1,47.8,32.2,20.0,0.295
556,Anthony Banda,TB,RP,L,3.0,0.0,0.0,23.0,5.4,0.3,0.2,0,0,3.93,3.51,1.28,5.5,2.0,5.0,0.2,2.4,2.6,1,42.1,37.4,20.5,0.291
557,Trevor Oaks,SF,RP,R,3.0,0.0,0.0,23.6,5.4,0.3,0.3,0,0,4.93,4.23,1.44,3.7,1.9,5.9,0.2,2.9,3.1,1,46.5,32.8,20.7,0.299
558,Juan Nicasio,TEX,RP,R,6.0,0.0,0.0,23.3,5.4,0.3,0.3,0,1,4.50,3.68,1.36,4.9,2.0,5.4,0.2,2.7,2.9,1,42.1,37.4,20.5,0.297
559,Conner Menez,SF,SP,L,3.6,0.6,0.3,22.6,5.2,0.3,0.3,0,0,4.29,3.92,1.38,5.3,2.6,4.6,0.3,2.4,2.6,1,39.4,37.8,20.1,0.288
